Country Name,Country Code,Time,Time Code,"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS]
Eritrea,ERI,1990,YR1990,..,0,0,..
Eritrea,ERI,1991,YR1991,..,0,0,..
Eritrea,ERI,1992,YR1992,..,0,0.226790891,89.87
Eritrea,ERI,1993,YR1993,..,0,0.318307233,83.64
Eritrea,ERI,1994,YR1994,..,0,0.357728274,80.1
Eritrea,ERI,1995,YR1995,..,0,0.369304012,77.89
Eritrea,ERI,1996,YR1996,..,0,0.384448735,76.38
Eritrea,ERI,1997,YR1997,..,0.46728972,0.359610763,77.6
Eritrea,ERI,1998,YR1998,..,0.512820513,0.26307145,75.01
Eritrea,ERI,1999,YR1999,..,0.46728972,0.274273842,76.13
Eritrea,ERI,2000,YR2000,..,0.476190476,0.264614189,76.79
Eritrea,ERI,2001,YR2001,..,0.429184549,0.281454324,74.85
Eritrea,ERI,2002,YR2002,..,0.386100386,0.266602654,74.69
Eritrea,ERI,2003,YR2003,..,0.36101083,0.258152778,75.05
Eritrea,ERI,2004,YR2004,..,0.35335689,0.254601649,69.79
Eritrea,ERI,2005,YR2005,..,0.347222222,0.208293016,74.69
Eritrea,ERI,2006,YR2006,..,0.743494424,0.183872535,77.29
Eritrea,ERI,2007,YR2007,..,0.694444444,0.176517548,79.1
Eritrea,ERI,2008,YR2008,..,0.696864111,0.149482048,81.36
Eritrea,ERI,2009,YR2009,..,0.677966102,0.151701359,81.65
Eritrea,ERI,2010,YR2010,..,0.643086817,0.159781963,80.9
Eritrea,ERI,2011,YR2011,..,0.59347181,0.185776148,77.07
Eritrea,ERI,2012,YR2012,..,0.557103064,0.192258737,78.42
Eritrea,ERI,2013,YR2013,..,0.540540541,0.178812007,79.65
Eritrea,ERI,2014,YR2014,..,0.515463918,0.178195687,80.48
Eritrea,ERI,2015,YR2015,..,0.492610837,0.170927837,81.19
Eritrea,ERI,2016,YR2016,..,..,0.172496432,81.4
Eritrea,ERI,2017,YR2017,..,..,0.171174998,81.64
Eritrea,ERI,2018,YR2018,..,..,0.19669853,80.8
Eritrea,ERI,2019,YR2019,..,..,0.199267295,80.55
Eritrea,ERI,2020,YR2020,..,..,0.198657543,80.9
Eritrea,ERI,2021,YR2021,..,..,..,..
Eritrea,ERI,2022,YR2022,..,..,..,..
Eritrea,ERI,2023,YR2023,..,..,..,..
Estonia,EST,1990,YR1990,..,0,22.01470328,3.54
Estonia,EST,1991,YR1991,..,0,20.41178136,3.59
Estonia,EST,1992,YR1992,..,0.008452371,15.00928516,5.88
Estonia,EST,1993,YR1993,..,0.01096852,12.26943073,6.64
Estonia,EST,1994,YR1994,..,0.03277972,12.7764247,11.11
Estonia,EST,1995,YR1995,12730.71741,0.092028069,11.48385741,17.88
Estonia,EST,1996,YR1996,13558.56853,0.076897726,12.34817328,20.08
Estonia,EST,1997,YR1997,15503.84483,0.119331742,12.76030967,20.05
Estonia,EST,1998,YR1998,16332.81993,0.187771388,11.85133564,17.88
Estonia,EST,1999,YR1999,16215.57895,0.193517175,11.13998694,19.97
Estonia,EST,2000,YR2000,17765.20753,0.211441325,10.68909115,19.76
Estonia,EST,2001,YR2001,18952.10701,0.212189084,10.97293812,18.85
Estonia,EST,2002,YR2002,20364.00874,0.351823619,10.72613912,19.34
Estonia,EST,2003,YR2003,22049.68279,0.482330938,12.17024629,19.88
Estonia,EST,2004,YR2004,23691.15299,0.582298137,12.29679645,20
Estonia,EST,2005,YR2005,26096.98834,1.087702107,12.40626672,18.9
Estonia,EST,2006,YR2006,28814.92032,1.335799425,11.94674824,17.22
Estonia,EST,2007,YR2007,31140.57984,1.18949959,14.74311543,18.65
Estonia,EST,2008,YR2008,29621.76453,1.861827805,13.07428819,20.45
Estonia,EST,2009,YR2009,25337.17524,6.162433079,10.5265958,24.21
Estonia,EST,2010,YR2010,26015.74635,8.05307004,13.89466569,25.32
Estonia,EST,2011,YR2011,27990.13641,9.144497014,13.93856893,25.16
Estonia,EST,2012,YR2012,28997.32288,12.34227459,12.8442212,24.96
Estonia,EST,2013,YR2013,29525.11886,9.190207156,14.2993497,24.47
Estonia,EST,2014,YR2014,30494.0963,11.16021212,13.38478333,25.29
Estonia,EST,2015,YR2015,31038.80463,14.4187386,10.92977307,28.17
Estonia,EST,2016,YR2016,32008.93436,..,12.08946716,27.23
Estonia,EST,2017,YR2017,33821.93291,..,12.73243033,27.52
Estonia,EST,2018,YR2018,34979.86705,..,11.88893604,28.59
Estonia,EST,2019,YR2019,36153.43195,..,7.582120103,31.34
Estonia,EST,2020,YR2020,35883.26533,..,5.338399816,40
Estonia,EST,2021,YR2021,38717.69615,..,..,..
Estonia,EST,2022,YR2022,37711.81883,..,..,..
Estonia,EST,2023,YR2023,..,..,..,..
Eswatini,SWZ,1990,YR1990,4909.266302,42.30769231,1.28944475,62.23
Eswatini,SWZ,1991,YR1991,4795.228556,48.68735084,1.220956894,61.78
Eswatini,SWZ,1992,YR1992,4760.247511,48.68735084,0.982743619,63.23
Eswatini,SWZ,1993,YR1993,4762.497604,48.68735084,0.856782362,62.17
Eswatini,SWZ,1994,YR1994,4875.368028,48.68735084,1.525472955,55.32
Eswatini,SWZ,1995,YR1995,5111.515252,49.41176471,1.481795311,54.65
Eswatini,SWZ,1996,YR1996,5198.788012,49.41176471,1.161683548,63
Eswatini,SWZ,1997,YR1997,5267.327115,44.44444444,1.160654626,54.96
Eswatini,SWZ,1998,YR1998,5326.936044,44.29678848,1.165985845,56.79
Eswatini,SWZ,1999,YR1999,5412.978002,41.54015402,1.235012815,56.02
Eswatini,SWZ,2000,YR2000,5443.439353,40.94102619,1.058325311,59.39
Eswatini,SWZ,2001,YR2001,5443.278936,45.24985187,1.06184391,61.24
Eswatini,SWZ,2002,YR2002,5630.804073,43.09287074,1.022830981,63.65
Eswatini,SWZ,2003,YR2003,5805.161839,31.18661258,0.94116247,65.6
Eswatini,SWZ,2004,YR2004,5976.211798,29.19605078,0.924782597,65.64
Eswatini,SWZ,2005,YR2005,6298.53114,39.09313725,0.916608669,66.56
Eswatini,SWZ,2006,YR2006,6639.718437,35.73911453,0.919428245,71.42
Eswatini,SWZ,2007,YR2007,6894.087572,38.11663143,0.945195976,71.35
Eswatini,SWZ,2008,YR2008,6913.348424,37.05419176,0.922678852,72.68
Eswatini,SWZ,2009,YR2009,6989.377905,47.42128646,0.951971255,70.83
Eswatini,SWZ,2010,YR2010,7221.335959,51.47124506,0.77205615,72.39
Eswatini,SWZ,2011,YR2011,7347.204583,50.94431881,0.737218545,72.52
Eswatini,SWZ,2012,YR2012,7701.393984,43.79221615,0.725452654,71.41
Eswatini,SWZ,2013,YR2013,7949.587928,40.65785012,0.855748673,69.7
Eswatini,SWZ,2014,YR2014,7969.207707,53.2627866,0.868132503,71.67
Eswatini,SWZ,2015,YR2015,8088.734475,46.57258065,0.895905942,71.68
Eswatini,SWZ,2016,YR2016,8113.239601,..,0.976784733,69.61
Eswatini,SWZ,2017,YR2017,8213.920619,..,0.960404381,65.35
Eswatini,SWZ,2018,YR2018,8343.922961,..,0.952924266,65.72
Eswatini,SWZ,2019,YR2019,8501.266329,..,0.999903387,65.47
Eswatini,SWZ,2020,YR2020,8290.409436,..,0.972087528,66.01
Eswatini,SWZ,2021,YR2021,9086.701348,..,..,68.77
Eswatini,SWZ,2022,YR2022,9058.583177,..,..,..
Eswatini,SWZ,2023,YR2023,..,..,..,..
Ethiopia,ETH,1990,YR1990,767.1704186,88.35274542,0.048262176,96.3
Ethiopia,ETH,1991,YR1991,683.0347344,89.49545079,0.046720466,96.38
Ethiopia,ETH,1992,YR1992,598.9227518,92.74778405,0.029170442,97.51
Ethiopia,ETH,1993,YR1993,655.2132181,91.32321041,0.03608923,96.92
Ethiopia,ETH,1994,YR1994,653.8867319,93.3149552,0.040657882,96.57
Ethiopia,ETH,1995,YR1995,671.5410287,93.51669941,0.044795671,96.28
Ethiopia,ETH,1996,YR1996,731.1846218,94.19837804,0.048367544,95.99
Ethiopia,ETH,1997,YR1997,730.874982,97.0260223,0.049946533,95.85
Ethiopia,ETH,1998,YR1998,684.3326309,97.09618875,0.05112099,95.72
Ethiopia,ETH,1999,YR1999,698.1934253,98.84428224,0.04881251,95.81
Ethiopia,ETH,2000,YR2000,719.0044355,98.6260454,0.053064313,95.55
Ethiopia,ETH,2001,YR2001,756.2725644,99.055666,0.06376946,94.6
Ethiopia,ETH,2002,YR2002,745.5377945,98.97260274,0.064320996,94.53
Ethiopia,ETH,2003,YR2003,708.5326637,99.30313589,0.068641243,94.23
Ethiopia,ETH,2004,YR2004,781.9135167,99.29105947,0.070838344,94.13
Ethiopia,ETH,2005,YR2005,849.8476733,99.57820738,0.06518012,94.73
Ethiopia,ETH,2006,YR2006,915.6734383,99.69409605,0.06782192,94.54
Ethiopia,ETH,2007,YR2007,991.8834008,95.43276008,0.072728993,94.16
Ethiopia,ETH,2008,YR2008,1068.138009,87.6356897,0.076907571,94.09
Ethiopia,ETH,2009,YR2009,1130.03184,88.87775551,0.075320799,94.18
Ethiopia,ETH,2010,YR2010,1236.479409,99.37751004,0.072538775,94.11
Ethiopia,ETH,2011,YR2011,1336.066951,99.41603535,0.082244286,93.55
Ethiopia,ETH,2012,YR2012,1411.135929,99.84193888,0.090618147,93.24
Ethiopia,ETH,2013,YR2013,1518.143762,99.90806711,0.104968497,92.42
Ethiopia,ETH,2014,YR2014,1629.18907,99.96847084,0.1252201,91.16
Ethiopia,ETH,2015,YR2015,1750.672731,99.96167481,0.127315885,91.46
Ethiopia,ETH,2016,YR2016,1864.487668,..,0.144807034,90.37
Ethiopia,ETH,2017,YR2017,1987.968754,..,0.146790212,90.2
Ethiopia,ETH,2018,YR2018,2067.456497,..,0.153230326,89.73
Ethiopia,ETH,2019,YR2019,2181.658877,..,0.155169189,89.5
Ethiopia,ETH,2020,YR2020,2253.235788,..,0.154431772,89.52
Ethiopia,ETH,2021,YR2021,2319.161063,..,..,..
Ethiopia,ETH,2022,YR2022,2381.165784,..,..,..
Ethiopia,ETH,2023,YR2023,..,..,..,..
Faroe Islands,FRO,1990,YR1990,..,35.5450237,..,2.54
Faroe Islands,FRO,1991,YR1991,..,36.94581281,..,2.73
Faroe Islands,FRO,1992,YR1992,..,42.21105528,..,3.11
Faroe Islands,FRO,1993,YR1993,..,41.24917555,..,3.05
Faroe Islands,FRO,1994,YR1994,..,43.75,..,3.15
Faroe Islands,FRO,1995,YR1995,..,44,..,3.21
Faroe Islands,FRO,1996,YR1996,..,39.01098901,..,2.71
Faroe Islands,FRO,1997,YR1997,..,42.07650273,..,3.26
Faroe Islands,FRO,1998,YR1998,..,40.83769634,..,3.14
Faroe Islands,FRO,1999,YR1999,..,35.14851485,..,2.79
Faroe Islands,FRO,2000,YR2000,..,36.15023474,..,2.77
Faroe Islands,FRO,2001,YR2001,..,33.18965517,..,2.56
Faroe Islands,FRO,2002,YR2002,..,40.66390041,..,3.4
Faroe Islands,FRO,2003,YR2003,..,35.74297189,..,3.11
Faroe Islands,FRO,2004,YR2004,..,40.96385542,..,3.42
Faroe Islands,FRO,2005,YR2005,..,44.48979592,..,3.84
Faroe Islands,FRO,2006,YR2006,..,44.61538462,..,4.3
Faroe Islands,FRO,2007,YR2007,..,44.61893644,..,4.54
Faroe Islands,FRO,2008,YR2008,..,39.46249307,..,4.51
Faroe Islands,FRO,2009,YR2009,..,38.98369676,..,5.12
Faroe Islands,FRO,2010,YR2010,..,28.8986539,..,3.38
Faroe Islands,FRO,2011,YR2011,..,39.08370855,..,5
Faroe Islands,FRO,2012,YR2012,..,37.9151861,..,4.7
Faroe Islands,FRO,2013,YR2013,..,38.43621596,..,4.53
Faroe Islands,FRO,2014,YR2014,..,50.80758438,..,6.54
Faroe Islands,FRO,2015,YR2015,..,60.07143561,..,7.47
Faroe Islands,FRO,2016,YR2016,..,..,..,6.32
Faroe Islands,FRO,2017,YR2017,..,..,..,5.97
Faroe Islands,FRO,2018,YR2018,..,..,..,5.86
Faroe Islands,FRO,2019,YR2019,..,..,..,5.4
Faroe Islands,FRO,2020,YR2020,..,..,..,5.33
Faroe Islands,FRO,2021,YR2021,..,..,..,5.31
Faroe Islands,FRO,2022,YR2022,..,..,..,..
Faroe Islands,FRO,2023,YR2023,..,..,..,..
Fiji,FJI,1990,YR1990,7889.878577,82.44111349,0.913573287,57.14
Fiji,FJI,1991,YR1991,7633.793301,81.56779661,0.918859068,55.46
Fiji,FJI,1992,YR1992,8078.590115,81.22362869,0.963768604,56.23
Fiji,FJI,1993,YR1993,8226.21364,79.34782609,0.94411035,57.57
Fiji,FJI,1994,YR1994,8628.203239,78.40466926,0.939968614,61.87
Fiji,FJI,1995,YR1995,8827.799864,70.67665441,0.948783585,58.38
Fiji,FJI,1996,YR1996,9201.684087,61.76971235,1.015143031,57.28
Fiji,FJI,1997,YR1997,8909.385714,66.19939738,0.976805059,51.63
Fiji,FJI,1998,YR1998,8921.255886,66.2329553,0.941400361,45.39
Fiji,FJI,1999,YR1999,9594.636972,64.35705181,0.954941695,54.22
Fiji,FJI,2000,YR2000,9328.581303,60.23105021,1.004890037,50.06
Fiji,FJI,2001,YR2001,9415.502379,63.76941153,1.236628156,40.44
Fiji,FJI,2002,YR2002,9618.806183,58.85018105,1.031897032,48.98
Fiji,FJI,2003,YR2003,9619.746478,42.33162683,1.207611272,40.83
Fiji,FJI,2004,YR2004,10031.55723,45.01957122,1.522567365,35.72
Fiji,FJI,2005,YR2005,10006.76691,41.15715192,1.224222017,40.02
Fiji,FJI,2006,YR2006,10097.96166,40.62578869,1.358875666,39.07
Fiji,FJI,2007,YR2007,9927.0223,61.22454838,1.267391832,36.04
Fiji,FJI,2008,YR2008,9961.512291,64.94264003,0.962830548,42.13
Fiji,FJI,2009,YR2009,9772.743601,60.12952078,0.850581828,41.62
Fiji,FJI,2010,YR2010,10019.4125,50.29389261,1.244298026,27.95
Fiji,FJI,2011,YR2011,10254.3588,57.59392715,1.162320899,33.38
Fiji,FJI,2012,YR2012,10368.21584,66.23115866,1.0904892,33.26
Fiji,FJI,2013,YR2013,10830.61022,62.12769679,1.167985654,32.81
Fiji,FJI,2014,YR2014,11411.18367,47.16629815,1.325527546,33.17
Fiji,FJI,2015,YR2015,11903.50161,45.01588482,1.377889228,32.74
Fiji,FJI,2016,YR2016,12179.07068,..,1.305137031,27.68
Fiji,FJI,2017,YR2017,12822.0136,..,1.448392253,28.55
Fiji,FJI,2018,YR2018,13311.16689,..,1.509473382,25.8
Fiji,FJI,2019,YR2019,13241.54603,..,1.517205337,26.48
Fiji,FJI,2020,YR2020,10961.84695,..,1.117096288,31.79
Fiji,FJI,2021,YR2021,10379.56732,..,..,29.8
Fiji,FJI,2022,YR2022,12388.10853,..,..,..
Fiji,FJI,2023,YR2023,..,..,..,..
Finland,FIN,1990,YR1990,32939.38329,29.45179028,10.94225509,24.51
Finland,FIN,1991,YR1991,30831.60881,31.38171283,10.99632211,24.03
Finland,FIN,1992,YR1992,29648.74394,34.75097445,10.36901685,25.12
Finland,FIN,1993,YR1993,29310.30707,31.82599584,10.55212854,26
Finland,FIN,1994,YR1994,30340.82384,27.82221816,11.77745246,25.13
Finland,FIN,1995,YR1995,31499.80578,30.52237058,10.98175532,27.27
Finland,FIN,1996,YR1996,32548.01516,25.60217952,12.21065638,26.87
Finland,FIN,1997,YR1997,34506.77188,29.1300451,11.79493116,28.83
Finland,FIN,1998,YR1998,36293.39156,34.78558297,11.11198646,30.5
Finland,FIN,1999,YR1999,37795.05776,30.51240336,10.93992536,30.24
Finland,FIN,2000,YR2000,39894.19446,33.41002629,10.64437313,31.68
Finland,FIN,2001,YR2001,40842.34177,28.92758371,11.77486619,29.25
Finland,FIN,2002,YR2002,41439.01923,26.45587352,12.19853948,29.52
Finland,FIN,2003,YR2003,42168.69347,22.60868534,13.75559321,28.35
Finland,FIN,2004,YR2004,43724.96612,29.85730095,12.94580591,31.1
Finland,FIN,2005,YR2005,44786.90966,33.24927035,10.57170894,31.52
Finland,FIN,2006,YR2006,46412.20035,27.29371173,12.72721024,31.25
Finland,FIN,2007,YR2007,48664.26571,29.93784233,12.30972712,31.8
Finland,FIN,2008,YR2008,48817.98949,35.8779316,10.66362605,34.61
Finland,FIN,2009,YR2009,44662.10014,30.10864588,10.14838156,32.46
Finland,FIN,2010,YR2010,45874.6613,29.99107519,11.65808248,33.43
Finland,FIN,2011,YR2011,46825.82484,32.89070897,10.23025564,35.14
Finland,FIN,2012,YR2012,45952.24638,40.56184403,9.126037062,38.72
Finland,FIN,2013,YR2013,45328.57532,35.96699272,9.228085749,38.52
Finland,FIN,2014,YR2014,44976.77645,38.58049167,8.452183205,41.25
Finland,FIN,2015,YR2015,45072.59021,44.49903057,7.813697924,43.23
Finland,FIN,2016,YR2016,46206.78781,..,8.31624753,42.4
Finland,FIN,2017,YR2017,47570.13358,..,7.809318955,44.48
Finland,FIN,2018,YR2018,48048.52462,..,8.049188427,44.3
Finland,FIN,2019,YR2019,48583.43399,..,7.423039601,45.6
Finland,FIN,2020,YR2020,47371.21757,..,6.570145128,47.49
Finland,FIN,2021,YR2021,48614.82031,..,..,..
Finland,FIN,2022,YR2022,49275.15378,..,..,..
Finland,FIN,2023,YR2023,..,..,..,..
France,FRA,1990,YR1990,33843.02039,13.36987864,6.138336383,10.54
France,FRA,1991,YR1991,33898.23404,13.22019787,6.501145018,11.13
France,FRA,1992,YR1992,34269.28344,15.45397827,6.26433402,11.37
France,FRA,1993,YR1993,33906.22186,14.23835419,5.913504862,10.97
France,FRA,1994,YR1994,34576.34181,17.05819513,5.806327697,11.05
France,FRA,1995,YR1995,35176.62211,15.36112508,5.916383137,10.81
France,FRA,1996,YR1996,35546.58328,13.44862126,6.157646395,10.59
France,FRA,1997,YR1997,36247.60429,13.26453416,5.988674927,10.07
France,FRA,1998,YR1998,37409.39549,12.76785749,6.332690344,9.79
France,FRA,1999,YR1999,38490.04018,14.4667397,6.197953802,9.86
France,FRA,2000,YR2000,39726.4884,12.96787647,6.126515445,9.32
France,FRA,2001,YR2001,40220.10086,14.25637189,6.141051661,9.46
France,FRA,2002,YR2002,40381.45953,11.59727616,6.004364485,8.73
France,FRA,2003,YR2003,40425.63805,11.23001795,6.052955998,8.91
France,FRA,2004,YR2004,41265.12692,11.24298852,6.026319535,8.95
France,FRA,2005,YR2005,41638.03178,9.860646697,6.026677842,8.66
France,FRA,2006,YR2006,42362.98541,10.94757583,5.84238818,8.52
France,FRA,2007,YR2007,43123.50113,11.69092631,5.670764603,9.46
France,FRA,2008,YR2008,42993.05952,12.97920893,5.564039942,10.6
France,FRA,2009,YR2009,41544.02261,13.12716357,5.314137365,11.32
France,FRA,2010,YR2010,42145.68195,13.85735931,5.350407866,11.99
France,FRA,2011,YR2011,42862.4158,11.57474725,5.127105446,10.65
France,FRA,2012,YR2012,42789.05191,14.82735407,5.152358494,12.35
France,FRA,2013,YR2013,42813.93354,17.04528624,5.127899428,13.44
France,FRA,2014,YR2014,43021.39464,16.45590494,4.614807136,13.19
France,FRA,2015,YR2015,43345.78643,15.85766663,4.675935087,13.34
France,FRA,2016,YR2016,43705.14756,..,4.703475673,14.25
France,FRA,2017,YR2017,44577.06457,..,4.747916929,14.12
France,FRA,2018,YR2018,45245.96087,..,4.570517428,15.21
France,FRA,2019,YR2019,45922.79474,..,4.460164948,15.53
France,FRA,2020,YR2020,42344.94589,..,3.953682452,16.87
France,FRA,2021,YR2021,44941.43691,..,..,..
France,FRA,2022,YR2022,45904.4113,..,..,..
France,FRA,2023,YR2023,..,..,..,..
French Polynesia,PYF,1990,YR1990,..,18.60274914,..,4.26
French Polynesia,PYF,1991,YR1991,..,17.95099338,..,4.32
French Polynesia,PYF,1992,YR1992,..,28.70662461,..,6.91
French Polynesia,PYF,1993,YR1993,..,29.41176471,..,7.21
French Polynesia,PYF,1994,YR1994,..,28.95522388,..,6.82
French Polynesia,PYF,1995,YR1995,..,36.10315186,..,8.28
French Polynesia,PYF,1996,YR1996,..,35.2238806,..,7.4
French Polynesia,PYF,1997,YR1997,..,35.1744186,..,7.43
French Polynesia,PYF,1998,YR1998,..,46.90630151,..,10.13
French Polynesia,PYF,1999,YR1999,..,34.53671233,..,7.08
French Polynesia,PYF,2000,YR2000,..,33.33333333,..,8.79
French Polynesia,PYF,2001,YR2001,..,24.02826855,..,6.74
French Polynesia,PYF,2002,YR2002,..,22.68041237,..,6.22
French Polynesia,PYF,2003,YR2003,..,26.0051495,..,7.19
French Polynesia,PYF,2004,YR2004,..,28.01912908,..,7.71
French Polynesia,PYF,2005,YR2005,..,28.51236133,..,7.98
French Polynesia,PYF,2006,YR2006,..,30.45814307,..,10.1
French Polynesia,PYF,2007,YR2007,..,32.4231441,..,9.76
French Polynesia,PYF,2008,YR2008,..,29.79171848,..,9.33
French Polynesia,PYF,2009,YR2009,..,29.10687703,..,9.32
French Polynesia,PYF,2010,YR2010,..,34.20441298,..,7.47
French Polynesia,PYF,2011,YR2011,..,29.98566015,..,6.89
French Polynesia,PYF,2012,YR2012,..,28.02489944,..,6.64
French Polynesia,PYF,2013,YR2013,..,27.16119062,..,6.49
French Polynesia,PYF,2014,YR2014,..,31.71712689,..,7.45
French Polynesia,PYF,2015,YR2015,..,32.01209739,..,7.83
French Polynesia,PYF,2016,YR2016,..,..,..,8.08
French Polynesia,PYF,2017,YR2017,..,..,..,8.07
French Polynesia,PYF,2018,YR2018,..,..,..,7.72
French Polynesia,PYF,2019,YR2019,..,..,..,7.67
French Polynesia,PYF,2020,YR2020,..,..,..,8.13
French Polynesia,PYF,2021,YR2021,..,..,..,7.39
French Polynesia,PYF,2022,YR2022,..,..,..,..
French Polynesia,PYF,2023,YR2023,..,..,..,..
Gabon,GAB,1990,YR1990,17559.00611,72.39263804,4.169891397,78.28
Gabon,GAB,1991,YR1991,18134.81608,72.58883249,4.511467879,75.15
Gabon,GAB,1992,YR1992,17109.40156,72.50755287,4.368304471,74.79
Gabon,GAB,1993,YR1993,17318.16226,71.87187187,4.369235679,73.81
Gabon,GAB,1994,YR1994,17497.64982,70.82551595,4.220431214,72.9
Gabon,GAB,1995,YR1995,17903.78216,70.23705004,4.644569701,71.95
Gabon,GAB,1996,YR1996,18091.04729,64.00329489,5.046110685,71.49
Gabon,GAB,1997,YR1997,18655.65304,64.96815287,4.71681785,69.98
Gabon,GAB,1998,YR1998,18825.36117,60.98287416,5.281138208,69.67
Gabon,GAB,1999,YR1999,16716.37207,63.10240964,4.85820833,71.35
Gabon,GAB,2000,YR2000,15987.08908,61.59695817,4.776363286,72.78
Gabon,GAB,2001,YR2001,15907.86433,62.89978678,4.764884164,72.42
Gabon,GAB,2002,YR2002,15453.04956,62.75303644,4.438710408,79.82
Gabon,GAB,2003,YR2003,15379.62209,59.12646675,4.669478627,83.63
Gabon,GAB,2004,YR2004,15062.64032,58.50649351,4.298254899,85.78
Gabon,GAB,2005,YR2005,15028.36763,52.09656925,4.154206835,85.25
Gabon,GAB,2006,YR2006,14177.08793,57.23723724,3.618620277,86.16
Gabon,GAB,2007,YR2007,14570.75494,46.65513264,3.188277775,87.35
Gabon,GAB,2008,YR2008,13646.61762,49.50603732,3.295401562,87.32
Gabon,GAB,2009,YR2009,13221.76567,52.01965066,3.149348489,87.94
Gabon,GAB,2010,YR2010,13682.84753,47.33850129,3.367467221,85.83
Gabon,GAB,2011,YR2011,14145.6508,41.59725625,3.259317348,79.7
Gabon,GAB,2012,YR2012,14367.99991,42.51386322,3.050010753,75.48
Gabon,GAB,2013,YR2013,14655.36555,44.99045802,3.043944305,82.18
Gabon,GAB,2014,YR2014,14785.39867,40.34034034,3.031260566,81.29
Gabon,GAB,2015,YR2015,14892.03579,43.74412041,3.014911879,81.94
Gabon,GAB,2016,YR2016,14783.07812,..,3.059956687,80.94
Gabon,GAB,2017,YR2017,14478.13031,..,2.49727247,90.1
Gabon,GAB,2018,YR2018,14254.4617,..,2.335936117,90.08
Gabon,GAB,2019,YR2019,14478.00172,..,2.351763544,89.78
Gabon,GAB,2020,YR2020,13903.28895,..,2.333273575,90.12
Gabon,GAB,2021,YR2021,13822.50916,..,..,..
Gabon,GAB,2022,YR2022,13939.78681,..,..,..
Gabon,GAB,2023,YR2023,..,..,..,..
"Gambia, The",GMB,1990,YR1990,2080.158085,0,0.186908523,61.98
"Gambia, The",GMB,1991,YR1991,2059.832049,0,0.182827336,62.33
"Gambia, The",GMB,1992,YR1992,2047.02756,0,0.175752694,63.45
"Gambia, The",GMB,1993,YR1993,2034.401653,0,0.177350341,63.27
"Gambia, The",GMB,1994,YR1994,1974.055729,0,0.171824441,61.58
"Gambia, The",GMB,1995,YR1995,1933.309834,0,0.174615889,60.15
"Gambia, The",GMB,1996,YR1996,1919.260297,0,0.171921787,59.65
"Gambia, The",GMB,1997,YR1997,1955.317298,0,0.174107556,58.74
"Gambia, The",GMB,1998,YR1998,1965.277145,0,0.18057955,57.47
"Gambia, The",GMB,1999,YR1999,2030.69648,0,0.186108261,56.32
"Gambia, The",GMB,2000,YR2000,2081.222296,0,0.170291032,62.86
"Gambia, The",GMB,2001,YR2001,2139.55658,0,0.208591171,59.61
"Gambia, The",GMB,2002,YR2002,2011.854032,0,0.194583842,60.97
"Gambia, The",GMB,2003,YR2003,2089.62103,0,0.189113281,62.41
"Gambia, The",GMB,2004,YR2004,2173.159364,0,0.195134054,61.25
"Gambia, The",GMB,2005,YR2005,2060.522819,0,0.198449982,61.71
"Gambia, The",GMB,2006,YR2006,1988.097002,0,0.208730937,60.21
"Gambia, The",GMB,2007,YR2007,1986.395964,0,0.231743407,57.27
"Gambia, The",GMB,2008,YR2008,2046.134217,0,0.234930037,56.28
"Gambia, The",GMB,2009,YR2009,2115.614823,0,0.258183853,53.91
"Gambia, The",GMB,2010,YR2010,2172.193837,0,0.224129254,56.6
"Gambia, The",GMB,2011,YR2011,1934.727946,0,0.223649943,56.24
"Gambia, The",GMB,2012,YR2012,1974.094057,0,0.219746203,56.95
"Gambia, The",GMB,2013,YR2013,1969.77695,0,0.202647787,59.33
"Gambia, The",GMB,2014,YR2014,1885.142034,0,0.231519233,53.17
"Gambia, The",GMB,2015,YR2015,1905.822994,0,0.260037912,48.95
"Gambia, The",GMB,2016,YR2016,1889.138021,..,0.255997956,48.62
"Gambia, The",GMB,2017,YR2017,1927.039942,..,0.252941606,48.02
"Gambia, The",GMB,2018,YR2018,2012.59077,..,0.244507378,48.09
"Gambia, The",GMB,2019,YR2019,2083.309058,..,0.241900479,47.32
"Gambia, The",GMB,2020,YR2020,2042.620289,..,0.237529599,49.74
"Gambia, The",GMB,2021,YR2021,2076.566434,..,..,48.74
"Gambia, The",GMB,2022,YR2022,2113.614844,..,..,..
"Gambia, The",GMB,2023,YR2023,..,..,..,..
Georgia,GEO,1990,YR1990,11135.46289,55.20985136,6.973823407,12.77
Georgia,GEO,1991,YR1991,8724.290499,57.1351601,5.274281933,14.12
Georgia,GEO,1992,YR1992,4769.996524,58.31091985,4.118785267,18.54
Georgia,GEO,1993,YR1993,3346.568025,63.1468197,3.277005152,26.02
Georgia,GEO,1994,YR1994,3045.042484,61.42960813,2.159573175,22.7
Georgia,GEO,1995,YR1995,3243.846213,63.80917341,1.755647933,46.4
Georgia,GEO,1996,YR1996,3740.485453,83.48406846,1.416679969,42.75
Georgia,GEO,1997,YR1997,4268.695273,84.41993578,1.26873572,44.36
Georgia,GEO,1998,YR1998,4511.488803,83.06609308,1.175973647,47.53
Georgia,GEO,1999,YR1999,4737.405516,83.84745542,1.087801574,49.66
